#,Creator Handle,Creator Tier / Size,Brands Collaborated With,Full Name,Verified,Business / Professional,Total Followers,Following,Total Posts,Avg Likes / Post,Avg Comments / Post,Avg Profile ER%,Instagram Profile URL
1,@ajaydevgn,🌟 Mega Creator / Celebrity (1M+),Nepa Rudraksha,ajaydevgn,No,No,12000000,27,973,85483,940,0.72%,https://www.instagram.com/ajaydevgn/
2,@tanyamittalofficial,🌟 Mega Creator / Celebrity (1M+),Japam,tanyamittalofficial,No,No,5000000,2170,4460,250766,1789,5.05%,https://www.instagram.com/tanyamittalofficial/
3,@geeta_gyaan19,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,geeta_gyaan19,No,No,4000000,323,555,470,30,0.01%,https://www.instagram.com/geeta_gyaan19/
4,@shannu_7,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,shannu_7,No,No,3000000,308,576,57975,70,1.93%,https://www.instagram.com/shannu_7/
5,@aishwaryakaushik__,🌟 Mega Creator / Celebrity (1M+),"Divine Hindu, Japam",aishwaryakaushik__,No,No,2000000,48,1872,16090,247,0.82%,https://www.instagram.com/aishwaryakaushik__/
6,@alekhyaharika_,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,alekhyaharika_,No,No,2000000,306,819,17286,0,0.86%,https://www.instagram.com/alekhyaharika_/
7,@amarraghuofficial,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,amarraghuofficial,No,No,2000000,251,927,73460,9499,4.15%,https://www.instagram.com/amarraghuofficial/
8,@cowsblike,🌟 Mega Creator / Celebrity (1M+),Japam,cowsblike,No,No,2000000,31,1342,311917,527,15.62%,https://www.instagram.com/cowsblike/
9,@dr.shubhamsanatani,🌟 Mega Creator / Celebrity (1M+),"Divine Hindu, Japam",dr.shubhamsanatani,No,No,2000000,160,1029,10970,250,0.56%,https://www.instagram.com/dr.shubhamsanatani/
10,@harvish_official,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,harvish_official,No,No,2000000,93,1031,3,13,0.00%,https://www.instagram.com/harvish_official/
11,@midnight_traveller_sonu,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,midnight_traveller_sonu,No,No,2000000,330,1789,10117,134,0.51%,https://www.instagram.com/midnight_traveller_sonu/
12,@sharktank.india,🌟 Mega Creator / Celebrity (1M+),Japam,sharktank.india,No,No,2000000,25,3192,2413,122,0.13%,https://www.instagram.com/sharktank.india/
13,@sweetymofficial,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,sweetymofficial,No,No,2000000,188,298,7503,42,0.38%,https://www.instagram.com/sweetymofficial/
14,@vidhya_vidhu21,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,vidhya_vidhu21,No,No,2000000,104,1376,243293,924,12.21%,https://www.instagram.com/vidhya_vidhu21/
15,@milindrunning,🌟 Mega Creator / Celebrity (1M+),Rudralife,milindrunning,No,No,2000000,53,2112,57237,459,2.88%,https://www.instagram.com/milindrunning/
16,@anshvanshchauhan01,🌟 Mega Creator / Celebrity (1M+),"Divine Hindu, House of Rudra",anshvanshchauhan01,No,No,1000000,452,1266,456,12,0.05%,https://www.instagram.com/anshvanshchauhan01/
17,@asopacharu,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,asopacharu,No,No,1000000,457,3776,2590,37,0.26%,https://www.instagram.com/asopacharu/
18,@epic_sunny_01,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,epic_sunny_01,No,No,1000000,170,1430,625319,5316,63.06%,https://www.instagram.com/epic_sunny_01/
19,@kushalbhadra,🌟 Mega Creator / Celebrity (1M+),Japam,kushalbhadra,No,No,1000000,50,2244,641,58,0.07%,https://www.instagram.com/kushalbhadra/
20,@mr.wolfthink,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,mr.wolfthink,No,No,1000000,1,1076,2327,66,0.24%,https://www.instagram.com/mr.wolfthink/
21,@pavanedition,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,pavanedition,No,No,1000000,9,621,53069,1185,5.43%,https://www.instagram.com/pavanedition/
22,@rashmithapoojary96,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,rashmithapoojary96,No,No,1000000,287,1620,41363,279,4.16%,https://www.instagram.com/rashmithapoojary96/
23,@rohitpandey_65,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,rohitpandey_65,No,No,1000000,202,1842,1448,32,0.15%,https://www.instagram.com/rohitpandey_65/
24,@theankitzone,🌟 Mega Creator / Celebrity (1M+),"Divine Hindu, Japam",theankitzone,No,No,1000000,4,3585,3,8,0.00%,https://www.instagram.com/theankitzone/
25,@varun._.aradya,🌟 Mega Creator / Celebrity (1M+),Divine Hindu,varun._.aradya,No,No,1000000,249,2013,103659,175,10.38%,https://www.instagram.com/varun._.aradya/
26,@withsadhguru,🚀 Macro Creator (100K - 1M),Isha Life India,withsadhguru,No,No,978000,118,6519,1408,13,0.15%,https://www.instagram.com/withsadhguru/
27,@__shiv_001_,🚀 Macro Creator (100K - 1M),Divine Hindu,__shiv_001_,No,No,960000,46,561,1216,15,0.13%,https://www.instagram.com/__shiv_001_/
28,@voiceofkrishnaveniofficial,🚀 Macro Creator (100K - 1M),Japam,voiceofkrishnaveniofficial,No,No,906000,267,630,2279,432,0.30%,https://www.instagram.com/voiceofkrishnaveniofficial/
29,@black_raavanan,🚀 Macro Creator (100K - 1M),Japam,black_raavanan,No,No,877000,1064,1593,1018,67,0.12%,https://www.instagram.com/black_raavanan/
30,@i_amgovindnishad,🚀 Macro Creator (100K - 1M),Divine Hindu,i_amgovindnishad,No,No,856000,99,1413,352,19,0.04%,https://www.instagram.com/i_amgovindnishad/
31,@mani_bhattachariya,🚀 Macro Creator (100K - 1M),Divine Hindu,mani_bhattachariya,No,No,831000,78,1349,414,16,0.05%,https://www.instagram.com/mani_bhattachariya/
32,@sargun_kaur.luthra,🚀 Macro Creator (100K - 1M),Divine Hindu,sargun_kaur.luthra,No,No,823000,732,193,3412,63,0.42%,https://www.instagram.com/sargun_kaur.luthra/
33,@kanishkatalenthub,🚀 Macro Creator (100K - 1M),Divine Hindu,kanishkatalenthub,No,No,814000,203,707,3,41,0.01%,https://www.instagram.com/kanishkatalenthub/
34,@sushiltales,🚀 Macro Creator (100K - 1M),Divine Hindu,sushiltales,No,No,797000,11,238,3,10,0.00%,https://www.instagram.com/sushiltales/
35,@priya.savadi,🚀 Macro Creator (100K - 1M),Divine Hindu,priya.savadi,No,No,791000,341,1410,4293,34,0.55%,https://www.instagram.com/priya.savadi/
36,@nikitindheer,🚀 Macro Creator (100K - 1M),Divine Hindu,nikitindheer,No,No,733000,21,109,4969,123,0.69%,https://www.instagram.com/nikitindheer/
37,@ashbar666,🚀 Macro Creator (100K - 1M),Divine Hindu,ashbar666,No,No,729000,17,597,1304,53,0.19%,https://www.instagram.com/ashbar666/
38,@bloodysatya,🚀 Macro Creator (100K - 1M),Japam,bloodysatya,No,No,715000,232,2031,1555,37,0.22%,https://www.instagram.com/bloodysatya/
39,@srushti_s_official_96k,🚀 Macro Creator (100K - 1M),Divine Hindu,srushti_s_official_96k,No,No,673000,159,540,3,38,0.01%,https://www.instagram.com/srushti_s_official_96k/
40,@manvendra28,🚀 Macro Creator (100K - 1M),Japam,manvendra28,No,No,658000,370,2451,3591,40,0.55%,https://www.instagram.com/manvendra28/
41,@secret_temples,🚀 Macro Creator (100K - 1M),Rudralife,secret_temples,No,No,658000,255,2227,6634,40,1.01%,https://www.instagram.com/secret_temples/
42,@chetnabalharaofficial,🚀 Macro Creator (100K - 1M),Divine Hindu,chetnabalharaofficial,No,No,649000,581,484,1753,34,0.28%,https://www.instagram.com/chetnabalharaofficial/
43,@rahulzehtra,🚀 Macro Creator (100K - 1M),Japam,rahulzehtra,No,No,648000,458,149,6300,83,0.99%,https://www.instagram.com/rahulzehtra/
44,@ililuminate,🚀 Macro Creator (100K - 1M),Divine Hindu,ililuminate,No,No,619000,45,87,837,35,0.14%,https://www.instagram.com/ililuminate/
45,@vishal_horror_,🚀 Macro Creator (100K - 1M),Japam,vishal_horror_,No,No,605000,20,614,3,26,0.00%,https://www.instagram.com/vishal_horror_/
46,@swastikproductions,🚀 Macro Creator (100K - 1M),Rudralife,swastikproductions,No,No,604000,78,8263,602,13,0.10%,https://www.instagram.com/swastikproductions/
47,@akhil_rajputt0,🚀 Macro Creator (100K - 1M),House of Rudra,akhil_rajputt0,No,No,586000,5,289,559,12,0.10%,https://www.instagram.com/akhil_rajputt0/
48,@tanukusisters,🚀 Macro Creator (100K - 1M),Japam,tanukusisters,No,No,575000,18,468,27221,415,4.81%,https://www.instagram.com/tanukusisters/
49,@avinash_rajput_official,🚀 Macro Creator (100K - 1M),Divine Hindu,avinash_rajput_official,No,No,571000,206,1879,2939,63,0.53%,https://www.instagram.com/avinash_rajput_official/
50,@tech_x_rhea,🚀 Macro Creator (100K - 1M),Divine Hindu,tech_x_rhea,No,No,547000,213,350,3,8,0.00%,https://www.instagram.com/tech_x_rhea/
51,@shalutyagidance,🚀 Macro Creator (100K - 1M),Divine Hindu,shalutyagidance,No,No,544000,445,986,1171,22,0.22%,https://www.instagram.com/shalutyagidance/
52,@59rancho,🚀 Macro Creator (100K - 1M),"Divine Hindu, Japam",59rancho,No,No,539000,19,1293,12291,114,2.30%,https://www.instagram.com/59rancho/
53,@surbhigandhii,🚀 Macro Creator (100K - 1M),Japam,surbhigandhii,No,No,536000,1067,331,13721,373,2.63%,https://www.instagram.com/surbhigandhii/
54,@vishnu_porkulam_,🚀 Macro Creator (100K - 1M),Japam,vishnu_porkulam_,No,No,536000,266,783,124999,421,23.40%,https://www.instagram.com/vishnu_porkulam_/
55,@spritual_people_here,🚀 Macro Creator (100K - 1M),Divine Hindu,spritual_people_here,No,No,530000,13,1045,3,10,0.00%,https://www.instagram.com/spritual_people_here/
56,@say_sarthak.2,🚀 Macro Creator (100K - 1M),House of Rudra,say_sarthak.2,No,No,527000,14,179,23935,276,4.59%,https://www.instagram.com/say_sarthak.2/
57,@_ajay_sri_,🚀 Macro Creator (100K - 1M),Japam,_ajay_sri_,No,No,515000,3,278,12271,129,2.41%,https://www.instagram.com/_ajay_sri_/
58,@divinelight_harsh,🚀 Macro Creator (100K - 1M),"Divine Hindu, House of Rudra, Japam",divinelight_harsh,No,No,510000,2,300,30130,246,5.96%,https://www.instagram.com/divinelight_harsh/
59,@deathspiree,🚀 Macro Creator (100K - 1M),Divine Hindu,deathspiree,No,No,508000,10,142,3,5,0.00%,https://www.instagram.com/deathspiree/
60,@codewithsrajan,🚀 Macro Creator (100K - 1M),Divine Hindu,codewithsrajan,No,No,501000,53,477,3,70,0.01%,https://www.instagram.com/codewithsrajan/
61,@srijlaguha,🚀 Macro Creator (100K - 1M),Divine Hindu,srijlaguha,No,No,477000,132,1445,2893,47,0.62%,https://www.instagram.com/srijlaguha/
62,@thebharatkhanna,🚀 Macro Creator (100K - 1M),Divine Hindu,thebharatkhanna,No,No,475000,411,968,1265,41,0.27%,https://www.instagram.com/thebharatkhanna/
63,@_funny_boy_ganesh_,🚀 Macro Creator (100K - 1M),House of Rudra,_funny_boy_ganesh_,No,No,457000,376,913,19370,115,4.26%,https://www.instagram.com/_funny_boy_ganesh_/
64,@amisha_rakholiyaa,🚀 Macro Creator (100K - 1M),Divine Hindu,amisha_rakholiyaa,No,No,456000,16,417,32777,1047,7.42%,https://www.instagram.com/amisha_rakholiyaa/
65,@shivyapathania,🚀 Macro Creator (100K - 1M),Japam,shivyapathania,No,No,452000,365,271,74607,425,16.60%,https://www.instagram.com/shivyapathania/
66,@harshzilla_,🚀 Macro Creator (100K - 1M),Japam,harshzilla_,No,No,443000,936,1318,4654,64,1.07%,https://www.instagram.com/harshzilla_/
67,@just_manju_things,🚀 Macro Creator (100K - 1M),Japam,just_manju_things,No,No,437000,30,57,17407,40,3.99%,https://www.instagram.com/just_manju_things/
68,@iam_kuldeep_666,🚀 Macro Creator (100K - 1M),Japam,iam_kuldeep_666,No,No,431000,137,539,5293,104,1.25%,https://www.instagram.com/iam_kuldeep_666/
69,@shreedha_sanatan_world,🚀 Macro Creator (100K - 1M),Japam,shreedha_sanatan_world,No,No,427000,217,429,3966,81,0.95%,https://www.instagram.com/shreedha_sanatan_world/
70,@vaishnavi_jairam,🚀 Macro Creator (100K - 1M),Japam,vaishnavi_jairam,No,No,390000,197,328,7288,84,1.89%,https://www.instagram.com/vaishnavi_jairam/
71,@call_me_padayappa,🚀 Macro Creator (100K - 1M),Divine Hindu,call_me_padayappa,No,No,386000,2715,1135,4350,1302,1.46%,https://www.instagram.com/call_me_padayappa/
72,@bhaktipath_by_ashish,🚀 Macro Creator (100K - 1M),Divine Hindu,bhaktipath_by_ashish,No,No,384000,1,1199,270,2,0.07%,https://www.instagram.com/bhaktipath_by_ashish/
73,@siduncut,🚀 Macro Creator (100K - 1M),Japam,siduncut,No,No,383000,289,207,128124,249,33.52%,https://www.instagram.com/siduncut/
74,@abhaychikku7,🚀 Macro Creator (100K - 1M),Japam,abhaychikku7,No,No,380000,2569,811,6718,76,1.79%,https://www.instagram.com/abhaychikku7/
75,@sharpnerworld,🚀 Macro Creator (100K - 1M),Japam,sharpnerworld,No,No,379000,4,210,40689,74,10.76%,https://www.instagram.com/sharpnerworld/
76,@dhammu_bharatpur,🚀 Macro Creator (100K - 1M),Japam,dhammu_bharatpur,No,No,373000,25,510,17820,347,4.87%,https://www.instagram.com/dhammu_bharatpur/
77,@its_me_laya_vinay,🚀 Macro Creator (100K - 1M),House of Rudra,its_me_laya_vinay,No,No,372000,13,2267,8435,239,2.33%,https://www.instagram.com/its_me_laya_vinay/
78,@mr_.royo_,🚀 Macro Creator (100K - 1M),Japam,mr_.royo_,No,No,370000,3,207,2758,35,0.75%,https://www.instagram.com/mr_.royo_/
79,@gayathrianil_official,🚀 Macro Creator (100K - 1M),House of Rudra,gayathrianil_official,No,No,369000,24,1082,2040,0,0.55%,https://www.instagram.com/gayathrianil_official/
80,@pooja_parihhaar,🚀 Macro Creator (100K - 1M),Divine Hindu,pooja_parihhaar,No,No,358000,47,258,9420,73,2.65%,https://www.instagram.com/pooja_parihhaar/
81,@arkaduhita,🚀 Macro Creator (100K - 1M),Divine Hindu,arkaduhita,No,No,354000,151,460,175,35,0.06%,https://www.instagram.com/arkaduhita/
82,@akanksha_rjt,🚀 Macro Creator (100K - 1M),Divine Hindu,akanksha_rjt,No,No,344000,71,186,147,12,0.05%,https://www.instagram.com/akanksha_rjt/
83,@__.amol.__96k_,🚀 Macro Creator (100K - 1M),Japam,__.amol.__96k_,No,No,343000,145,1438,3,25,0.01%,https://www.instagram.com/__.amol.__96k_/
84,@muskantiwari221,🚀 Macro Creator (100K - 1M),Japam,muskantiwari221,No,No,333000,270,323,3,148,0.05%,https://www.instagram.com/muskantiwari221/
85,@savorwithbharti,🚀 Macro Creator (100K - 1M),Isha Life India,savorwithbharti,No,No,327000,68,228,140735,293,43.13%,https://www.instagram.com/savorwithbharti/
86,@_vrindhareddy_,🚀 Macro Creator (100K - 1M),Divine Hindu,_vrindhareddy_,No,No,325000,482,79,3,17,0.01%,https://www.instagram.com/_vrindhareddy_/
87,@shivbrat_ons,🚀 Macro Creator (100K - 1M),"Divine Hindu, Japam",shivbrat_ons,No,No,322000,186,955,1244,45,0.40%,https://www.instagram.com/shivbrat_ons/
88,@gaurav_siddh_,🚀 Macro Creator (100K - 1M),Japam,gaurav_siddh_,No,No,321000,13,97,409,18,0.13%,https://www.instagram.com/gaurav_siddh_/
89,@aravindan_chakravarthy,🚀 Macro Creator (100K - 1M),Japam,aravindan_chakravarthy,No,No,314000,147,779,447,9,0.15%,https://www.instagram.com/aravindan_chakravarthy/
90,@spiritualshilpa_,🚀 Macro Creator (100K - 1M),Divine Hindu,spiritualshilpa_,No,No,314000,509,919,242,23,0.08%,https://www.instagram.com/spiritualshilpa_/
91,@jahnavianagani,🚀 Macro Creator (100K - 1M),House of Rudra,jahnavianagani,No,No,313000,539,118,19756,1856,6.90%,https://www.instagram.com/jahnavianagani/
92,@walk_with_deepu__,🚀 Macro Creator (100K - 1M),Divine Hindu,walk_with_deepu__,No,No,311000,166,619,2601,23,0.84%,https://www.instagram.com/walk_with_deepu__/
93,@mr_tkd_broo,🚀 Macro Creator (100K - 1M),Divine Hindu,mr_tkd_broo,No,No,306000,340,1610,3,21,0.01%,https://www.instagram.com/mr_tkd_broo/
94,@mude_ashok_ashu,🚀 Macro Creator (100K - 1M),House of Rudra,mude_ashok_ashu,No,No,306000,45,319,19051,202,6.29%,https://www.instagram.com/mude_ashok_ashu/
95,@vrupeshofficial,🚀 Macro Creator (100K - 1M),Isha Life India,vrupeshofficial,No,No,305000,36,450,2600,59,0.87%,https://www.instagram.com/vrupeshofficial/
96,@raminsightsoffical,🚀 Macro Creator (100K - 1M),"House of Rudra, Japam",raminsightsoffical,No,No,304000,13,224,1111,174,0.42%,https://www.instagram.com/raminsightsoffical/
97,@podcastiyy,🚀 Macro Creator (100K - 1M),Divine Hindu,podcastiyy,No,No,293000,283,538,3,1,0.00%,https://www.instagram.com/podcastiyy/
98,@radhikaachopra_,🚀 Macro Creator (100K - 1M),Japam,radhikaachopra_,No,No,290000,1015,367,2519,42,0.88%,https://www.instagram.com/radhikaachopra_/
99,@ashokforu_,🚀 Macro Creator (100K - 1M),House of Rudra,ashokforu_,No,No,289000,132,842,3,30,0.01%,https://www.instagram.com/ashokforu_/
100,@_sadhguru.wisdom_,🚀 Macro Creator (100K - 1M),Isha Life India,_sadhguru.wisdom_,No,No,284000,134,4126,949,6,0.34%,https://www.instagram.com/_sadhguru.wisdom_/
101,@a.kshitsharma,🚀 Macro Creator (100K - 1M),Divine Hindu,a.kshitsharma,No,No,284000,41,458,4299,234,1.60%,https://www.instagram.com/a.kshitsharma/
102,@ibhavna90,🚀 Macro Creator (100K - 1M),Divine Hindu,ibhavna90,No,No,284000,3446,1403,3,50,0.02%,https://www.instagram.com/ibhavna90/
103,@mens__fashion_vibes,🚀 Macro Creator (100K - 1M),Japam,mens__fashion_vibes,No,No,283000,58,628,3,1649,0.58%,https://www.instagram.com/mens__fashion_vibes/
104,@timesfashionweek,🚀 Macro Creator (100K - 1M),Rudralife,timesfashionweek,No,No,281000,147,20000,722,10,0.26%,https://www.instagram.com/timesfashionweek/
105,@vibesxrahul,🚀 Macro Creator (100K - 1M),Divine Hindu,vibesxrahul,No,No,275000,843,238,6383,43,2.34%,https://www.instagram.com/vibesxrahul/
106,@muskanarrates,🚀 Macro Creator (100K - 1M),Japam,muskanarrates,No,No,274000,197,571,3240,66,1.21%,https://www.instagram.com/muskanarrates/
107,@arveen_poonia,🚀 Macro Creator (100K - 1M),Japam,arveen_poonia,No,No,273000,557,676,8322,64,3.07%,https://www.instagram.com/arveen_poonia/
108,@hey_jyotii,🚀 Macro Creator (100K - 1M),"Divine Hindu, Japam",hey_jyotii,No,No,270000,18,139,527,11,0.20%,https://www.instagram.com/hey_jyotii/
109,@mca_arjun_01,🚀 Macro Creator (100K - 1M),Japam,mca_arjun_01,No,No,269000,85,39,3299,17,1.23%,https://www.instagram.com/mca_arjun_01/
110,@ok_ashokkk,🚀 Macro Creator (100K - 1M),Divine Hindu,ok_ashokkk,No,No,269000,191,417,742,52,0.30%,https://www.instagram.com/ok_ashokkk/
111,@snehaatalks,🚀 Macro Creator (100K - 1M),Japam,snehaatalks,No,No,265000,75,332,6272,109,2.41%,https://www.instagram.com/snehaatalks/
112,@appu__asare,🚀 Macro Creator (100K - 1M),Japam,appu__asare,No,No,259000,342,392,12848,72,4.99%,https://www.instagram.com/appu__asare/
113,@mystery_with_revanth,🚀 Macro Creator (100K - 1M),"Divine Hindu, Japam",mystery_with_revanth,No,No,259000,3,176,530,51,0.22%,https://www.instagram.com/mystery_with_revanth/
114,@its_arjun_official___,🚀 Macro Creator (100K - 1M),Japam,its_arjun_official___,No,No,258000,1130,152,6680,568,2.81%,https://www.instagram.com/its_arjun_official___/
115,@shriramkiayodhya,🚀 Macro Creator (100K - 1M),Divine Hindu,shriramkiayodhya,No,No,258000,100,1556,1672,38,0.66%,https://www.instagram.com/shriramkiayodhya/
116,@babydoll_ishaaaa,🚀 Macro Creator (100K - 1M),Isha Life India,babydoll_ishaaaa,No,No,257000,41,507,20965,97,8.20%,https://www.instagram.com/babydoll_ishaaaa/
117,@thenameisvishall,🚀 Macro Creator (100K - 1M),"Divine Hindu, Japam",thenameisvishall,No,No,255000,520,508,630,10,0.25%,https://www.instagram.com/thenameisvishall/
118,@aryanpagare05,🚀 Macro Creator (100K - 1M),Divine Hindu,aryanpagare05,No,No,253000,659,311,12960,85,5.16%,https://www.instagram.com/aryanpagare05/
119,@bohra_vihaan,🚀 Macro Creator (100K - 1M),Divine Hindu,bohra_vihaan,No,No,253000,160,829,7892,155,3.18%,https://www.instagram.com/bohra_vihaan/
120,@kalkiyug_,🚀 Macro Creator (100K - 1M),Divine Hindu,kalkiyug_,No,No,253000,94,992,808,33,0.33%,https://www.instagram.com/kalkiyug_/
121,@srishti__jain,🚀 Macro Creator (100K - 1M),Divine Hindu,srishti__jain,No,No,252000,653,1084,1564,43,0.64%,https://www.instagram.com/srishti__jain/
122,@surajvrindavan01,🚀 Macro Creator (100K - 1M),Japam,surajvrindavan01,No,No,251000,67,986,26288,591,10.71%,https://www.instagram.com/surajvrindavan01/
123,@techi.onn,🚀 Macro Creator (100K - 1M),Divine Hindu,techi.onn,No,No,251000,351,237,463,10,0.19%,https://www.instagram.com/techi.onn/
124,@vaishnavi_pujari108k,🚀 Macro Creator (100K - 1M),Divine Hindu,vaishnavi_pujari108k,No,No,247000,85,565,9612,52,3.91%,https://www.instagram.com/vaishnavi_pujari108k/
125,@invited_shadow,🚀 Macro Creator (100K - 1M),House of Rudra,invited_shadow,No,No,241000,56,385,9855,200,4.17%,https://www.instagram.com/invited_shadow/
126,@venkatology,🚀 Macro Creator (100K - 1M),Japam,venkatology,No,No,241000,22,170,1402,321,0.71%,https://www.instagram.com/venkatology/
127,@this_is_last_time_sg,🚀 Macro Creator (100K - 1M),Isha Life India,this_is_last_time_sg,No,No,237000,92,3503,1174,12,0.50%,https://www.instagram.com/this_is_last_time_sg/
128,@mrcinepion,🚀 Macro Creator (100K - 1M),Rudralife,mrcinepion,No,No,237000,1274,527,2377,8,1.01%,https://www.instagram.com/mrcinepion/
129,@___pooja_sahu___,🚀 Macro Creator (100K - 1M),Japam,___pooja_sahu___,No,No,236000,82,485,3,10,0.01%,https://www.instagram.com/___pooja_sahu___/
130,@krupa.dave.talks,🚀 Macro Creator (100K - 1M),Japam,krupa.dave.talks,No,No,236000,25,176,1938,38,0.84%,https://www.instagram.com/krupa.dave.talks/
131,@the_fashionengineer,🚀 Macro Creator (100K - 1M),Japam,the_fashionengineer,No,No,236000,921,194,9694,2364,5.11%,https://www.instagram.com/the_fashionengineer/
132,@mr.mugwack,🚀 Macro Creator (100K - 1M),Japam,mr.mugwack,No,No,233000,15,644,510,8,0.22%,https://www.instagram.com/mr.mugwack/
133,@ismart.gowthu,🚀 Macro Creator (100K - 1M),Japam,ismart.gowthu,No,No,230000,158,529,3,167,0.07%,https://www.instagram.com/ismart.gowthu/
134,@rakshithh_077,🚀 Macro Creator (100K - 1M),Japam,rakshithh_077,No,No,230000,86,544,57938,27,25.20%,https://www.instagram.com/rakshithh_077/
135,@bedazartvalley,🚀 Macro Creator (100K - 1M),Divine Hindu,bedazartvalley,No,No,225000,987,353,1959,125,0.93%,https://www.instagram.com/bedazartvalley/
136,@ayushkalra,🚀 Macro Creator (100K - 1M),Rudralife,ayushkalra,No,No,225000,647,202,54471,486,24.43%,https://www.instagram.com/ayushkalra/
137,@kannada_tarot,🚀 Macro Creator (100K - 1M),Japam,kannada_tarot,No,No,224000,17,1239,700,16,0.32%,https://www.instagram.com/kannada_tarot/
138,@theshivguru,🚀 Macro Creator (100K - 1M),Isha Life India,theshivguru,No,No,222000,63,494,172,4,0.08%,https://www.instagram.com/theshivguru/
139,@the_harshhthakur,🚀 Macro Creator (100K - 1M),Japam,the_harshhthakur,No,No,219000,344,389,5478,0,2.50%,https://www.instagram.com/the_harshhthakur/
140,@yoga.rubika,🚀 Macro Creator (100K - 1M),Isha Life India,yoga.rubika,No,No,219000,54,310,809,57,0.40%,https://www.instagram.com/yoga.rubika/
141,@santu_shiru,🚀 Macro Creator (100K - 1M),House of Rudra,santu_shiru,No,No,218000,868,891,23017,59,10.59%,https://www.instagram.com/santu_shiru/
142,@sadhgurustory,🚀 Macro Creator (100K - 1M),Isha Life India,sadhgurustory,No,No,217000,6,2398,1244,12,0.58%,https://www.instagram.com/sadhgurustory/
143,@seanbanerjee.sb,🚀 Macro Creator (100K - 1M),"Divine Hindu, Japam",seanbanerjee.sb,No,No,217000,467,1292,1624,117,0.80%,https://www.instagram.com/seanbanerjee.sb/
144,@shrinayana4,🚀 Macro Creator (100K - 1M),House of Rudra,shrinayana4,No,No,217000,15,947,8163,25,3.77%,https://www.instagram.com/shrinayana4/
145,@ishq_e_lucknowi,🚀 Macro Creator (100K - 1M),Divine Hindu,ishq_e_lucknowi,No,No,216000,1062,4030,1028,80,0.51%,https://www.instagram.com/ishq_e_lucknowi/
146,@raji.sharma.k,🚀 Macro Creator (100K - 1M),Isha Life India,raji.sharma.k,No,No,216000,406,100,9799,43,4.56%,https://www.instagram.com/raji.sharma.k/
147,@arjunadhibro,🚀 Macro Creator (100K - 1M),Japam,arjunadhibro,No,No,215000,546,297,2651,45,1.25%,https://www.instagram.com/arjunadhibro/
148,@shivanichaudharymua,🚀 Macro Creator (100K - 1M),Divine Hindu,shivanichaudharymua,No,No,212000,74,921,762,17,0.37%,https://www.instagram.com/shivanichaudharymua/
149,@aviralsongara,🚀 Macro Creator (100K - 1M),Japam,aviralsongara,No,No,210000,69,123,3950,22,1.89%,https://www.instagram.com/aviralsongara/
150,@lune_vanila,🚀 Macro Creator (100K - 1M),Isha Life India,lune_vanila,No,No,207000,266,778,2194,40,1.08%,https://www.instagram.com/lune_vanila/
151,@vijayas_kitchen_chronicles,🚀 Macro Creator (100K - 1M),Isha Life India,vijayas_kitchen_chronicles,No,No,207000,371,421,755,76,0.40%,https://www.instagram.com/vijayas_kitchen_chronicles/
152,@the_taste_of_truth,🚀 Macro Creator (100K - 1M),Isha Life India,the_taste_of_truth,No,No,206000,49,1372,812,9,0.40%,https://www.instagram.com/the_taste_of_truth/
153,@aaru_aarvi10,🚀 Macro Creator (100K - 1M),Japam,aaru_aarvi10,No,No,204000,734,2680,2123,0,1.04%,https://www.instagram.com/aaru_aarvi10/
154,@decorwithshrec,🚀 Macro Creator (100K - 1M),Isha Life India,decorwithshrec,No,No,203000,1204,342,4347,68,2.17%,https://www.instagram.com/decorwithshrec/
155,@sadhgurusharings_,🚀 Macro Creator (100K - 1M),Isha Life India,sadhgurusharings_,No,No,203000,639,8838,1069,9,0.53%,https://www.instagram.com/sadhgurusharings_/
156,@sadhgurus_insight,🚀 Macro Creator (100K - 1M),Isha Life India,sadhgurus_insight,No,No,199000,22,1359,1006,15,0.51%,https://www.instagram.com/sadhgurus_insight/
157,@aasrit.mylife,🚀 Macro Creator (100K - 1M),Japam,aasrit.mylife,No,No,197000,6815,1271,380,67,0.23%,https://www.instagram.com/aasrit.mylife/
158,@rajatyogaworld,🚀 Macro Creator (100K - 1M),Japam,rajatyogaworld,No,No,197000,297,1011,367,30,0.20%,https://www.instagram.com/rajatyogaworld/
159,@sindharthvlogs,🚀 Macro Creator (100K - 1M),Divine Hindu,sindharthvlogs,No,No,197000,0,142,3,43,0.02%,https://www.instagram.com/sindharthvlogs/
160,@simrranguptaa,🚀 Macro Creator (100K - 1M),Japam,simrranguptaa,No,No,196000,670,684,3,28,0.02%,https://www.instagram.com/simrranguptaa/
